language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,nc,levenshtein,special,classe
"['01', '111', '100']",3,2.67,1.1235955056179776,1.8726591760299627,0.37453183520599254,0.37453183520599254,0.37453183520599254,0.37453183520599254,9.0,2.0,1.7192134554074713e-07,True
"['0111', '111', '00', '0011', '1001', '010010']",6,3.83,2.8720626631853783,3.1331592689295036,1.3054830287206265,0.7832898172323759,1.0443864229765012,0.7832898172323759,36.0,2.466666666666667,0.0028647323130577894,True
"['001', '0', '1110010', '0101101', '11110']",5,4.6,2.1739130434782608,2.8260869565217392,1.0869565217391304,1.0869565217391306,0.4347826086956522,0.8695652173913044,25.0,3.9,0.0012619498159928612,True
"['01', '01010', '010011']",3,4.33,1.6166281755196303,1.3856812933025404,1.1547344110854503,0.6928406466512702,0.23094688221709006,0.23094688221709006,9.0,3.0,3.7531538901516326e-06,True
"['111', '100100', '100001', '0000101', '11011']",5,5.4,2.5925925925925926,2.4074074074074074,0.9259259259259258,0.9259259259259258,1.1111111111111112,0.5555555555555556,25.0,3.2,0.10565929659268808,True
"['1001', '010000', '111111', '10', '1100101']",5,5.0,2.1999999999999997,2.8,0.8,1.0,0.8,0.8,25.0,3.7,0.016164435058278425,True
"['1111', '0011001', '1000110', '0010111']",4,6.25,1.76,2.24,0.8,0.64,0.64,0.8,16.0,3.5,0.03314601566874506,True
"['1010', '010100', '0110', '01100']",4,4.75,2.3157894736842106,1.6842105263157894,1.0526315789473684,1.263157894736842,0.42105263157894735,0.42105263157894735,16.0,1.8333333333333333,0.0003515971756428604,True
"['10', '0']",2,1.5,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,4.0,1.0,8.3187747842297e-09,True
"['0110011', '011', '100', '1']",4,3.5,1.7142857142857142,2.2857142857142856,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.8571428571428571,16.0,3.5,6.847391494269072e-06,True
"['111', '0']",2,2.0,0.5,1.5,0.0,0.0,0.0,0.5,4.0,3.0,2.9115711744803947e-08,True
"['1', '0101001', '011101', '1010000', '10101']",5,5.2,2.4999999999999996,2.5,1.5384615384615383,1.346153846153846,0.5769230769230769,0.1923076923076923,25.0,3.7,0.03695507637009597,True
"['1001', '1']",2,2.5,0.8,1.2000000000000002,0.4,0.4,0.4,0.0,4.0,3.0,3.9514180225091075e-08,True
"['0110000', '1', '0001', '1010000', '0100', '100']",6,4.33,4.157043879907621,1.8475750577367207,0.9237875288683602,1.1547344110854503,1.6166281755196306,0.23094688221709006,36.0,3.2666666666666666,0.017645943129028938,True
"['1101', '0']",2,2.5,0.8,1.2,0.4,0.4,0.0,0.4,4.0,3.0,5.407203609749304e-08,True
"['00100', '1111011']",2,6.0,0.8333333333333333,1.1666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,4.0,5.0,1.3206054969964647e-06,True
"['01', '110']",2,2.5,0.8,1.2000000000000002,0.4,0.4,0.0,0.4,4.0,2.0,2.9115711744803947e-08,True
"['1100', '0100010']",2,5.5,1.2727272727272727,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.18181818181818182,4.0,4.0,3.265119102810157e-06,True
"['000101', '0010']",2,5.0,1.4,0.6000000000000001,0.6000000000000001,0.4,0.4,0.0,4.0,2.0,1.7053488307670885e-07,True
"['0111000', '10110']",2,6.0,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,4.0,4.0,3.7725643646481687e-06,True
"['0100100', '00011']",2,6.0,1.3333333333333335,0.6666666666666666,0.5,0.3333333333333333,0.5,0.16666666666666666,4.0,3.0,2.4020462189463257e-06,True
"['101', '11101']",2,4.0,0.5,1.5,0.5,0.5,0.0,0.25,4.0,2.0,3.930621085548533e-07,True
"['011101', '00011']",2,5.5,0.9090909090909091,1.0909090909090908,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.36363636363636365,4.0,3.0,1.9361948310294625e-06,True
"['010110', '11001', '0011010']",3,6.0,1.5,1.5,0.8333333333333333,0.8333333333333333,0.3333333333333333,0.5,9.0,3.3333333333333335,0.0001294096334684053,True
"['000000', '11', '1101000', '1101001', '0011100', '0110010']",6,6.0,3.4999999999999996,2.5,1.0,1.1666666666666665,1.3333333333333333,0.8333333333333333,36.0,3.8,0.7106549959247709,True
"['110', '1001']",2,3.5,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,4.0,2.0,2.183678380860296e-07,True
"['01', '11', '0']",3,1.67,1.1976047904191618,1.7964071856287427,0.5988023952095809,0.0,0.0,0.5988023952095809,9.0,1.3333333333333333,1.9410474496535967e-08,True
"['101', '010100', '0110', '0110001', '100100', '0111001', '1111']",7,5.29,3.402646502835539,3.5916824196597354,1.7013232514177694,1.5122873345935728,0.945179584120983,0.9451795841209829,49.0,3.0,54.29498848307225,True
"['0111001', '1010110']",2,7.0,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,4.0,4.0,1.535229886429591e-05,True
"['1', '100000', '1000', '11001', '10']",5,3.6,3.0555555555555554,1.9444444444444442,0.2777777777777778,1.1111111111111112,1.1111111111111112,0.2777777777777778,25.0,2.9,0.00016449046131848753,True
"['11011', '1101010', '00111', '00']",4,4.75,1.6842105263157894,2.3157894736842106,0.8421052631578947,0.8421052631578947,0.42105263157894735,0.8421052631578947,16.0,3.5,0.00047413272821456384,True
"['1101101', '011111', '010101', '1000', '1111', '011']",6,5.0,2.0000000000000004,4.000000000000001,1.4000000000000001,1.0,0.2,1.4000000000000001,36.0,3.0,0.6367090803558428,True
"['100110', '11', '010011']",3,4.67,1.284796573875803,1.7130620985010707,0.6423982869379015,0.6423982869379015,0.4282655246252677,0.6423982869379015,9.0,3.3333333333333335,1.3780050430076497e-05,True
"['00', '0101', '11', '1101']",4,3.0,1.6666666666666665,2.333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,16.0,2.0,3.961816490989394e-07,True
"['0001', '00001', '1', '001011']",4,4.0,2.5,1.5,1.0,0.25,1.0,0.25,16.0,2.8333333333333335,4.470301599675435e-06,True
"['0001111', '10011', '1']",3,4.33,1.1547344110854503,1.8475750577367205,0.4618937644341801,0.23094688221709006,0.4618937644341801,0.6928406466512702,9.0,4.333333333333333,1.3850760015742449e-06,True
"['010100', '010010', '0100010']",3,6.33,2.0537124802527646,0.9478672985781991,0.9478672985781991,0.9478672985781991,0.47393364928909953,0.0,9.0,1.6666666666666667,0.00023039955934895382,True
"['11000', '0101000']",2,6.0,1.3333333333333335,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666,4.0,2.0,6.472006782130706e-06,True
"['1011000', '00101', '11', '0']",4,3.75,2.1333333333333333,1.8666666666666667,0.8,0.8,0.5333333333333333,0.5333333333333333,16.0,4.0,2.3473502747400155e-05,True
"['010', '000']",2,3.0,1.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4.0,1.0,3.32750991369188e-08,True
"['011', '000']",2,3.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,4.0,2.0,4.991264870537819e-08,True
"['101', '1100101']",2,5.0,0.8,1.2000000000000002,0.6000000000000001,0.6000000000000001,0.2,0.2,4.0,4.0,1.5410530287785518e-06,True
"['0111101', '00', '0001', '11011']",4,4.5,1.7777777777777777,2.2222222222222223,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.8888888888888888,16.0,3.5,0.00012996733799456467,True
"['0111101', '011', '0010100', '01011']",4,5.5,1.8181818181818183,2.1818181818181817,1.2727272727272727,0.7272727272727273,0.36363636363636365,0.7272727272727273,16.0,3.1666666666666665,0.002091950370855139,True
"['101', '111000']",2,4.5,0.8888888888888888,1.1111111111111112,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,4.0,4.0,7.819648297175917e-07,True
"['1110', '1']",2,2.5,0.4,1.6,0.0,0.4,0.0,0.4,4.0,3.0,6.031111718566532e-08,True
"['00', '001']",2,2.5,1.6,0.4,0.4,0.0,0.8,0.0,4.0,1.0,2.079693696057425e-09,True
"['000', '0010']",2,3.5,1.7142857142857142,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,4.0,1.0,4.15938739211485e-09,True
"['0000', '101', '1110111', '10100', '110010', '001001', '01', '1000', '110001']",9,4.78,4.811715481171548,4.184100418410042,1.6736401673640167,1.8828451882845187,1.6736401673640167,0.8368200836820083,81.0,2.9722222222222223,188.48204450093448,True
"['1001101', '101000', '0']",3,4.67,1.7130620985010707,1.284796573875803,0.6423982869379015,0.8565310492505354,0.4282655246252677,0.21413276231263384,9.0,4.666666666666667,1.3775891042684382e-05,True
"['01000', '010100', '01111', '110011', '01', '111111', '1100', '01110']",8,4.88,3.278688524590165,4.713114754098362,1.434426229508197,1.2295081967213117,0.819672131147541,1.8442622950819674,64.0,2.9285714285714284,74.31797994921554,True
"['0110100', '001']",2,5.0,1.2000000000000002,0.8,0.6000000000000001,0.4,0.4,0.2,4.0,4.0,8.672322712559461e-07,True
"['0111', '1011000', '101011']",3,5.67,1.2345679012345678,1.763668430335097,0.7054673721340388,0.7054673721340388,0.1763668430335097,0.5291005291005291,9.0,3.0,8.737347802122858e-05,True
"['111011', '01111', '110011', '01110', '110001', '1101011', '011', '10010']",8,5.38,2.788104089219331,5.204460966542751,1.6728624535315986,1.4869888475836432,0.5576208178438662,2.0446096654275094,64.0,2.6785714285714284,4251.297536296062,True
"['00', '01101', '1']",3,2.67,1.4981273408239701,1.4981273408239701,0.7490636704119851,0.37453183520599254,0.37453183520599254,0.37453183520599254,9.0,3.0,3.743448652903365e-08,True
"['0110111', '1110111', '1110', '01', '10001']",5,5.0,1.6,3.4000000000000004,1.0,0.8,0.2,1.0,25.0,3.5,0.012198212944163303,True
"['001', '101100', '0110', '110011']",4,4.75,1.894736842105263,2.1052631578947367,0.8421052631578947,0.8421052631578947,0.631578947368421,0.8421052631578947,16.0,3.1666666666666665,0.00011545107599608386,True
"['01100', '1010111']",2,6.0,0.8333333333333333,1.1666666666666667,0.5,0.5,0.16666666666666666,0.3333333333333333,4.0,4.0,3.3753428687012003e-06,True
"['101', '101000', '00110']",3,4.67,1.7130620985010707,1.284796573875803,0.6423982869379015,0.8565310492505354,0.4282655246252677,0.21413276231263384,9.0,3.0,1.5980366360505253e-05,True
"['1110111', '11', '1001', '001000', '0101100', '1100101']",6,5.5,2.727272727272727,3.2727272727272725,1.2727272727272727,1.2727272727272727,0.9090909090909092,0.9090909090909092,36.0,3.7333333333333334,5.577641754487279,True
"['100', '0011111', '0']",3,3.67,1.3623978201634879,1.6348773841961854,0.2724795640326976,0.2724795640326976,0.5449591280653951,0.5449591280653951,9.0,4.666666666666667,1.5056982359455756e-06,True
"['100111', '110010', '100100', '010', '0001011', '000111']",6,5.67,3.174603174603175,2.821869488536155,1.2345679012345678,1.2345679012345678,1.0582010582010581,0.7054673721340388,36.0,2.8666666666666667,7.404454348269333,True
"['11', '0001000']",2,4.5,1.3333333333333333,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,4.0,6.0,8.152399288545105e-07,True
"['001', '0101', '1011', '01001', '0010011', '100', '111101', '10111']",8,4.62,3.463203463203463,4.545454545454545,2.1645021645021645,1.5151515151515151,1.0822510822510822,1.0822510822510822,64.0,2.5714285714285716,12.117320574530357,True
"['11010', '10']",2,3.5,0.8571428571428571,1.1428571428571428,0.2857142857142857,0.8571428571428571,0.0,0.2857142857142857,4.0,3.0,2.2044753178208702e-07,True
"['011111', '0011100']",2,6.5,0.7692307692307693,1.2307692307692308,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.46153846153846156,4.0,3.0,8.31045600944547e-06,True
"['101011', '011111', '00', '1011001', '0011', '1001', '10']",7,4.43,2.9345372460496617,4.063205417607223,1.580135440180587,1.3544018058690745,0.9029345372460498,1.1286681715575622,49.0,3.142857142857143,0.8670450215775352,True
"['10', '101110', '010101']",3,4.67,1.284796573875803,1.7130620985010707,0.8565310492505354,1.0706638115631693,0.0,0.21413276231263384,9.0,3.6666666666666665,1.5468761711275124e-05,True
"['1101101', '111', '11010', '0010']",4,4.75,1.4736842105263157,2.526315789473684,0.8421052631578947,1.0526315789473684,0.21052631578947367,0.8421052631578947,16.0,2.8333333333333335,0.00046841565024410196,True
"['1110', '1', '00', '01010', '11010']",5,3.4,2.3529411764705883,2.6470588235294117,0.8823529411764706,1.4705882352941178,0.29411764705882354,0.5882352941176471,25.0,2.6,9.910156400452841e-05,True
"['000010', '0000', '11', '1000', '1000110', '1111110']",6,5.0,3.4000000000000004,2.5999999999999996,0.4,1.0,1.2,1.0,36.0,3.6666666666666665,0.023903321362339126,True
"['1110011', '000011', '1000', '00010', '1001110']",5,5.8,2.7586206896551726,2.241379310344828,0.6896551724137931,0.8620689655172414,1.0344827586206897,0.6896551724137931,25.0,3.1,0.4014429996303968,True
"['1100001', '11', '101010', '0']",4,4.0,2.0,2.0,0.75,1.0,0.5,0.5,16.0,4.333333333333333,5.212960218537541e-05,True
"['1101111', '1', '01011']",3,4.33,0.6928406466512702,2.309468822170901,0.6928406466512702,0.4618937644341801,0.0,0.9237875288683602,9.0,4.333333333333333,9.90904723048161e-06,True
"['0000', '00011', '1', '010101', '1110101', '1101111', '10011', '0001100', '1001011']",9,5.44,4.227941176470588,4.779411764705882,2.0220588235294117,1.6544117647058822,1.2867647058823528,1.4705882352941175,81.0,3.5555555555555554,1865.5266403313667,True
"['1', '1000000']",2,4.0,1.5,0.5,0.0,0.25,0.75,0.0,4.0,6.0,3.9930118964302555e-07,True
"['101', '100110', '0011000']",3,5.33,1.6885553470919326,1.3133208255159474,0.5628517823639775,0.7504690431519699,0.5628517823639775,0.37523452157598497,9.0,3.6666666666666665,6.356653105122721e-05,True
"['11101', '10001']",2,5.0,0.8,1.2000000000000002,0.4,0.4,0.2,0.2,4.0,2.0,1.9653105427742664e-06,True
"['00', '011', '1110']",3,3.0,1.3333333333333333,1.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.0,2.3333333333333335,8.596067277037357e-08,True
"['011', '00111', '0']",3,3.0,1.3333333333333333,1.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,9.0,2.6666666666666665,2.8561126759188637e-07,True
"['1100001', '11101', '10101', '011011', '11001', '10']",6,5.0,2.4,3.6,1.4000000000000001,1.4,0.6000000000000001,1.0,36.0,2.7333333333333334,0.5694705610068025,True
"['1110', '0001', '0011', '1010', '00111']",5,4.2,2.380952380952381,2.619047619047619,0.9523809523809523,0.7142857142857142,0.7142857142857142,0.7142857142857142,25.0,2.3,0.0015348663559715202,True
"['101', '1110', '01111']",3,4.0,0.75,2.25,0.5,0.5,0.0,0.75,9.0,2.3333333333333335,4.19127602878773e-06,True
"['1111', '1101010', '110100']",3,5.67,1.0582010582010581,1.9400352733686066,0.5291005291005291,0.8818342151675485,0.1763668430335097,0.7054673721340388,9.0,2.3333333333333335,0.00017984636498518994,True
"['110', '10011', '10']",3,3.33,1.2012012012012012,1.8018018018018016,0.3003003003003003,0.9009009009009009,0.3003003003003003,0.6006006006006006,9.0,2.3333333333333335,1.1729472445763876e-06,True
"['1100110', '1100', '111011']",3,5.67,1.0582010582010581,1.9400352733686068,0.3527336860670194,0.7054673721340388,0.3527336860670194,0.8818342151675485,9.0,2.6666666666666665,0.00014595983590163028,True
"['1110', '0100', '01100']",3,4.33,1.6166281755196303,1.3856812933025404,0.4618937644341801,0.6928406466512702,0.4618937644341801,0.4618937644341801,9.0,1.6666666666666667,1.0132267687191773e-05,True
"['00', '0100111', '11100']",3,4.67,1.498929336188437,1.4989293361884368,0.4282655246252677,0.4282655246252677,0.6423982869379015,0.4282655246252677,9.0,4.333333333333333,1.7691261041128493e-06,True
"['101011', '0111', '111', '10100', '101111', '00', '000100', '11001', '00110']",9,4.67,4.068522483940043,4.925053533190578,1.713062098501071,1.713062098501071,1.2847965738758031,1.498929336188437,81.0,2.9166666666666665,1381.428790559492,True
"['110000', '0101', '011111', '1001', '011', '11010']",6,4.67,2.569593147751606,3.4261241970021414,1.2847965738758031,1.0706638115631693,0.6423982869379015,1.0706638115631693,36.0,2.933333333333333,0.14056421895869292,True
"['111', '0011110', '110001', '00100', '011', '100', '000']",7,4.29,3.7296037296037294,3.2634032634032635,0.9324009324009324,0.9324009324009324,1.3986013986013988,1.1655011655011656,49.0,3.0952380952380953,0.5774337665984959,True
"['0111', '011010', '010']",3,4.33,1.3856812933025404,1.6166281755196306,0.9237875288683602,0.6928406466512702,0.0,0.4618937644341801,9.0,2.3333333333333335,5.260238588561246e-06,True
"['011', '01110', '1011', '0']",4,3.25,1.5384615384615385,2.4615384615384617,0.9230769230769231,0.6153846153846154,0.0,0.9230769230769231,16.0,2.5,3.6831375357176993e-06,True
"['00', '11010', '1000000']",3,4.67,2.1413276231263385,0.8565310492505354,0.21413276231263384,0.6423982869379015,0.8565310492505354,0.21413276231263384,9.0,4.0,4.702880678017857e-06,True
"['00', '110', '001111']",3,3.67,1.3623978201634879,1.6348773841961854,0.2724795640326976,0.2724795640326976,0.5449591280653951,0.8174386920980927,9.0,3.3333333333333335,5.53198523151275e-07,True
"['001001', '11111', '00010', '0']",4,4.25,2.1176470588235294,1.8823529411764706,0.7058823529411764,0.47058823529411764,0.7058823529411764,0.47058823529411764,16.0,4.166666666666667,2.1233672636746308e-05,True
"['01', '1010']",2,3.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,4.0,2.0,5.407203609749304e-08,True
"['0000', '001101', '1111011', '000100', '101001', '0101011']",6,6.0,3.1666666666666665,2.8333333333333335,1.5,1.1666666666666665,0.9999999999999999,0.8333333333333333,36.0,3.066666666666667,0.6495165661883454,True
"['10001', '0001011']",2,6.0,1.1666666666666665,0.8333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,4.0,3.0,4.548290113277588e-06,True
"['101111', '1100001', '0', '0011101']",4,5.25,1.7142857142857142,2.2857142857142856,0.7619047619047619,0.5714285714285714,0.5714285714285714,0.7619047619047619,16.0,4.666666666666667,0.0016273156037504696,True
"['1', '110', '000']",3,2.33,1.7167381974248928,1.2875536480686696,0.0,0.4291845493562232,0.4291845493562232,0.4291845493562232,9.0,2.3333333333333335,1.5528379597228773e-07,True
"['0111', '110', '0', '100100', '1110010']",5,4.2,2.380952380952381,2.6190476190476186,0.7142857142857142,1.1904761904761902,0.7142857142857142,0.7142857142857142,25.0,3.6,0.0008489559230549935,True
"['1010100', '1001011', '11', '0']",4,4.25,1.8823529411764706,2.1176470588235294,0.9411764705882353,1.1764705882352942,0.47058823529411764,0.47058823529411764,16.0,4.5,9.007361366994313e-05,True
"['0111', '11101', '00101', '0100000', '000']",5,4.8,2.916666666666667,2.0833333333333335,1.0416666666666667,0.625,0.8333333333333334,0.4166666666666667,25.0,3.3,0.006900989360203863,True
"['01', '00101']",2,3.5,1.1428571428571428,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.0,4.0,3.0,7.694866675412472e-08,True
"['000010', '110', '1000', '101110', '01011', '0011110']",6,5.17,3.09477756286267,2.9013539651837523,0.9671179883945842,1.353965183752418,0.7736943907156674,0.9671179883945842,36.0,3.1333333333333333,0.06555311963343707,True
