language,length,average_word_length,frequency_of_1,frequency_of_0,frequency_of_01,frequency_of_10,frequency_of_11,frequency_of_00,entropy,special,classe
"['1100', '111', '1110001', '01100']",4,4.75,1.6842105263157894,2.3157894736842106,0.42105263157894735,0.631578947368421,0.631578947368421,0.8421052631578947,0.7390446826222301,1,0.0004424714713857856,True
"['110000', '00', '011', '111010']",4,4.25,2.1176470588235294,1.8823529411764706,0.47058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.6887218755408672,0,0.00010248106626062173,True
"['0011101', '1010']",2,5.5,0.9090909090909091,1.0909090909090908,0.5454545454545454,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.9926140680171258,0,9.857748119312193e-07,True
"['000001', '0111100']",2,6.5,1.2307692307692308,0.7692307692307693,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.8176252788413029,1,3.9098241485879585e-07,True
"['0110010', '101010', '11110', '11001']",4,5.75,1.7391304347826086,2.260869565217391,0.8695652173913043,1.2173913043478262,0.34782608695652173,0.6956521739130435,0.9195267063440706,1,0.003453116134005812,True
"['1101', '11001']",2,4.5,0.6666666666666666,1.3333333333333333,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.8911143594569007,0,9.171449199613243e-07,True
"['0111101', '000001']",2,6.5,1.076923076923077,0.9230769230769231,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.7565714951074926,0,8.121203883104244e-06,True
"['0011011', '00010', '11010', '0010', '0010010']",5,5.6,3.0357142857142856,1.9642857142857144,1.25,1.25,0.8928571428571428,0.5357142857142857,0.8705011036804093,1,0.04725704456725359,True
"['11', '0000', '01']",3,2.67,1.8726591760299627,1.1235955056179776,0.37453183520599254,0.0,0.7490636704119851,0.37453183520599254,0.3333333333333333,1,2.675872555593887e-07,True
"['11101', '1110', '000100', '00100']",4,5.0,2.2,1.7999999999999998,0.6000000000000001,0.8,0.8,0.4,0.7262891839705528,1,0.0010180890925805596,True
"['0', '11001', '010011']",3,4.0,1.5,1.5,0.75,0.5,0.5,0.5,0.6569835314848895,0,2.2446827292779803e-06,True
"['0110111', '11100']",2,6.0,0.6666666666666666,1.3333333333333335,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.9170355815106498,0,3.7184923285506758e-06,True
"['1', '11100', '0010100', '0000', '0010']",5,4.2,3.333333333333333,1.6666666666666665,0.7142857142857142,0.9523809523809523,1.4285714285714284,0.23809523809523808,0.5290698574960865,1,0.0016397985492223152,True
"['01111', '110101', '1101', '00', '011000', '1110', '01011', '01010']",8,4.62,3.463203463203463,4.545454545454546,1.948051948051948,1.7316017316017316,0.4329004329004329,1.5151515151515151,0.7653721501029931,1,35.37362087088255,True
"['100', '00', '0001101', '110']",4,3.75,2.4,1.6,0.5333333333333333,0.8,0.8,0.5333333333333333,0.7054549510358077,0,1.7151233911385584e-05,True
"['010', '1110111', '110', '111001', '0101100']",5,5.2,1.923076923076923,3.0769230769230766,0.9615384615384615,1.1538461538461537,0.3846153846153846,0.9615384615384615,0.8663576833560096,0,0.02049121533223398,True
"['11', '0101', '001010']",3,4.0,1.5,1.5,1.0,0.75,0.25,0.25,0.6394319446848299,0,4.71674530265824e-06,True
"['010', '0111', '1011', '1110', '100011', '01']",6,3.83,2.3498694516971277,3.655352480417754,1.3054830287206265,1.0443864229765012,0.2610966057441253,1.0443864229765012,0.8920217012386481,0,0.0018056489915717778,True
"['10010', '111111', '0101']",3,5.0,1.0,2.0,0.6000000000000001,0.6000000000000001,0.2,0.6,0.6569835314848895,0,2.695976261322442e-05,True
"['1010', '00', '011', '011000', '011010', '101']",6,4.0,3.25,2.75,1.5,1.5,0.5,0.75,0.792481250360578,1,0.007345869810120915,True
"['00', '001110']",2,4.0,1.25,0.75,0.25,0.25,0.5,0.25,0.5,1,2.9115711744803947e-08,True
"['100', '0000', '01', '1']",4,2.5,2.8000000000000003,1.2000000000000002,0.4,0.4,1.2000000000000002,0.0,0.4795739585136224,1,5.355211267347869e-07,True
"['1000110', '000111', '011']",3,5.33,1.5009380863039399,1.5009380863039399,0.5628517823639775,0.37523452157598497,0.37523452157598497,0.5628517823639775,0.9678413233629137,0,4.977261599651033e-05,True
"['1010011', '010', '11']",3,4.0,1.25,1.75,0.75,0.75,0.25,0.5,0.6345079900295804,1,3.6976953915901013e-06,True
"['1100100', '001111', '10100', '0001', '0000100', '01010']",6,5.67,3.7037037037037033,2.2927689594356258,1.2345679012345678,1.2345679012345678,1.4109347442680775,0.5291005291005291,0.8747293436732564,1,9.327110830176844,True
"['00110', '01000', '01100']",3,5.0,2.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.8879430945988999,1,8.889997319413471e-06,True
"['11', '0000101']",2,4.5,1.1111111111111112,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.4315602842833155,0,8.090008477663382e-07,True
"['1001', '0100', '011001', '1']",4,3.75,2.1333333333333337,1.8666666666666667,1.0666666666666667,0.8,0.8,0.26666666666666666,0.7028195311147832,1,1.9751890878305393e-05,True
"['100', '0001011', '000001']",3,5.33,2.0637898686679175,0.9380863039399624,0.5628517823639775,0.37523452157598497,0.7504690431519699,0.18761726078799248,0.8511821305790317,1,4.640905805875345e-05,True
"['0001111', '001', '101000']",3,5.33,1.6885553470919326,1.3133208255159474,0.5628517823639775,0.37523452157598497,0.5628517823639775,0.37523452157598497,0.9406066013810769,1,1.0792223820073997e-05,True
"['00', '11011', '0111101', '1110', '011010', '100000', '001100']",7,5.14,3.501945525291829,3.5019455252918292,1.1673151750972763,1.3618677042801557,0.972762645914397,1.3618677042801557,0.7092350062308529,0,8.767481022824734,True
"['001100', '10']",2,4.0,1.25,0.75,0.25,0.5,0.5,0.25,0.9591479170272448,1,1.0398468480287124e-07,True
"['0101100', '101101']",2,6.5,0.9230769230769231,1.076923076923077,0.6153846153846154,0.6153846153846154,0.15384615384615385,0.3076923076923077,0.9517619850443706,1,5.950003664420292e-06,True
"['1110100', '00']",2,4.5,1.1111111111111112,0.8888888888888888,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4926140680171258,0,9.649778749706452e-07,True
"['0', '011']",2,2.0,1.0,1.0,0.5,0.0,0.0,0.5,0.4591479170272448,0,6.239081088172274e-09,True
"['111000', '10100', '1011', '001100', '10000', '100000', '110', '10010', '0010000']",9,5.22,5.74712643678161,3.256704980842912,0.9578544061302683,2.10727969348659,2.298850574712644,0.7662835249042146,0.8392660307328326,1,57569.515412679306,True
"['110', '010111', '001101', '00']",4,4.25,1.8823529411764706,2.1176470588235294,0.9411764705882353,0.7058823529411764,0.47058823529411764,0.7058823529411764,0.7091479170272448,1,0.0001083977948259051,True
"['000', '11000']",2,4.0,1.5,0.5,0.0,0.25,0.5,0.25,0.4854752972273343,0,4.991264870537819e-08,True
"['1000', '0']",2,2.5,1.6,0.4,0.0,0.4,0.4,0.0,0.4056390622295664,1,3.32750991369188e-08,True
"['0100', '10001', '1011010']",3,5.33,1.6885553470919326,1.3133208255159474,0.7504690431519699,0.9380863039399625,0.37523452157598497,0.18761726078799248,0.9224856183160176,1,2.5857524954313983e-05,True
"['0110111', '1010010']",2,7.0,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.9241743523004413,0,1.481157850332098e-05,True
"['0', '1000111']",2,4.0,1.0,1.0,0.25,0.25,0.25,0.25,0.4926140680171258,0,1.4765825242007717e-07,True
"['101001', '001', '0', '01010']",4,3.75,2.4000000000000004,1.6,1.3333333333333335,1.0666666666666667,0.5333333333333333,0.0,0.7223116071272895,0,2.1905413700572857e-05,True
"['0', '0001001', '0011110', '1011010']",4,5.5,2.1818181818181817,1.8181818181818181,0.9090909090909091,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.7083942101587836,0,0.00015741825493567466,True
"['000', '1']",2,2.0,1.5,0.5,0.0,0.0,0.5,0.0,0.0,1,2.079693696057425e-09,True
"['010', '101', '1100001']",3,4.33,1.6166281755196303,1.3856812933025404,0.6928406466512702,0.6928406466512702,0.4618937644341801,0.23094688221709006,0.9406066013810769,0,3.861297962346618e-06,True
"['001', '11101', '01011', '10101']",4,4.5,1.5555555555555556,2.444444444444444,1.3333333333333333,0.8888888888888888,0.2222222222222222,0.4444444444444444,0.8955312794627972,1,6.53408563895802e-05,True
"['0101101', '0', '0011100', '0110']",4,4.75,2.1052631578947367,1.894736842105263,1.0526315789473684,0.8421052631578947,0.42105263157894735,0.631578947368421,0.7426140680171258,1,0.0001921366614976573,True
"['1011', '011011', '01000']",3,5.0,1.4000000000000001,1.5999999999999999,0.8,0.6000000000000001,0.2,0.6000000000000001,0.8171673511336616,0,3.2443221658495826e-05,True
"['011010', '1']",2,3.5,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.5714285714285714,0.0,0.2857142857142857,0.5,0,1.1022376589104351e-07,True
"['11', '0010111', '00011', '011']",4,4.25,1.647058823529412,2.3529411764705883,0.9411764705882353,0.23529411764705882,0.47058823529411764,0.9411764705882353,0.7186186411358524,0,0.00010837179865470438,True
"['0100101', '01001', '0110']",3,5.33,1.6885553470919323,1.3133208255159474,1.125703564727955,0.7504690431519699,0.37523452157598497,0.18761726078799248,0.9853929101629735,1,2.647311428834698e-05,True
"['1001101', '11', '10000']",3,4.67,1.4989293361884368,1.4989293361884368,0.4282655246252677,0.6423982869379015,0.6423982869379015,0.4282655246252677,0.5690520769738713,1,1.3820257841533607e-05,True
"['0', '10']",2,1.5,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.5,1,4.15938739211485e-09,True
"['0001101', '1']",2,4.0,1.0,1.0,0.5,0.25,0.25,0.25,0.4926140680171258,0,5.615172979355047e-08,True
"['0111', '00010', '11111', '1000111', '1110', '1101110', '001111']",7,5.43,2.394106813996317,4.6040515653775325,0.9208103130755064,0.9208103130755065,0.5524861878453039,1.6574585635359116,0.7301612689230002,1,72.41038749185697,True
"['011011', '10010', '0', '10001']",4,4.25,2.1176470588235294,1.8823529411764706,0.9411764705882353,0.9411764705882353,0.47058823529411764,0.47058823529411764,0.7150492557409567,0,5.871495227394125e-05,True
"['1000', '001', '10111', '1']",4,3.25,1.8461538461538463,2.153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.6128755133502461,1,4.374635689656793e-06,True
"['0001', '1111', '01001']",3,4.33,1.3856812933025404,1.6166281755196303,0.6928406466512702,0.23094688221709006,0.4618937644341801,0.4618937644341801,0.5940762396379338,1,1.3878489265023216e-06,True
"['001110', '1001011']",2,6.5,0.9230769230769231,1.076923076923077,0.46153846153846156,0.46153846153846156,0.3076923076923077,0.3076923076923077,0.9926140680171258,1,3.882788130539212e-06,True
"['11011', '1']",2,3.0,0.3333333333333333,1.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.36096404744368116,1,1.1438315328315836e-07,True
"['110', '11', '10100']",3,3.33,1.2012012012012012,1.8018018018018018,0.3003003003003003,0.9009009009009009,0.3003003003003003,0.6006006006006006,0.6297488095030527,0,1.2256328182098425e-06,True
"['000011', '01']",2,4.0,1.25,0.75,0.5,0.0,0.5,0.25,0.9591479170272448,1,2.703601804874652e-08,True
"['0001111', '0011', '1000100', '110', '100011', '1100001']",6,5.67,3.1746031746031744,2.821869488536155,0.8818342151675485,0.8818342151675485,1.2345679012345678,1.0582010582010581,0.9586454457816039,0,1.416231144838382,True
"['0000', '0011011', '10']",3,4.33,1.8475750577367205,1.1547344110854503,0.4618937644341801,0.4618937644341801,0.6928406466512702,0.4618937644341801,0.6617427120114172,1,1.5251087104421117e-07,True
"['100', '00110', '001111']",3,4.67,1.498929336188437,1.4989293361884368,0.4282655246252677,0.4282655246252677,0.6423982869379015,0.6423982869379015,0.9358474208545493,1,1.1911099028552892e-05,True
"['1100', '1000', '1111110', '1011000', '10']",5,4.8,2.291666666666667,2.7083333333333335,0.20833333333333334,1.25,0.625,1.0416666666666667,0.8776358078151425,1,0.010957545049700935,True
"['010', '000000']",2,4.5,1.7777777777777777,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.0,0.4591479170272448,1,2.662007930953504e-07,True
"['000', '00101']",2,4.0,1.5,0.5,0.5,0.25,0.5,0.0,0.4854752972273343,0,1.0398468480287125e-08,True
"['0100', '00', '1000000', '001010', '0110000']",5,5.2,3.846153846153846,1.1538461538461537,0.7692307692307692,0.9615384615384615,1.5384615384615383,0.1923076923076923,0.6368734611325162,0,0.014393836253736273,True
"['0', '01001']",2,3.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.4854752972273343,0,1.8717243264516825e-08,True
"['1101111', '0011']",2,5.5,0.5454545454545454,1.4545454545454546,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.7272727272727273,0.7958363892911637,0,3.699775085286159e-06,True
"['011100', '10100', '1011', '0010011', '001', '0110011']",6,5.33,3.0018761726078798,3.0018761726078798,1.5009380863039399,1.125703564727955,1.125703564727955,0.9380863039399625,0.9451634708394657,0,1.3327042252970447,True
"['1010', '111', '1101000', '0101']",4,4.5,1.7777777777777777,2.2222222222222223,0.8888888888888888,1.1111111111111112,0.2222222222222222,0.4444444444444444,0.7463070340085629,0,0.0001870112563837238,True
"['110', '1000', '001', '10101']",4,3.75,2.1333333333333333,1.8666666666666667,0.8,1.0666666666666667,0.5333333333333333,0.26666666666666666,0.9047050967556951,1,2.7739994364861962e-05,True
"['010', '110101', '0111', '00', '11']",5,3.4,2.058823529411765,2.9411764705882355,1.1764705882352942,0.8823529411764706,0.29411764705882354,0.8823529411764706,0.5295739585136224,0,3.864154075022538e-05,True
"['010111', '1001111', '0', '001101', '0010']",5,4.8,2.291666666666667,2.7083333333333335,1.25,0.8333333333333334,0.625,0.8333333333333334,0.7185389054160507,1,0.005150414678444831,True
"['111', '1000010', '01100', '000', '01']",5,4.0,3.0,2.0,0.75,0.75,1.0,0.5,0.5668142326042599,0,0.0008197927942939194,True
"['11', '10']",2,2.0,0.5,1.5,0.0,0.5,0.0,0.5,0.5,1,2.9115711744803947e-08,True
"['11011', '10', '01010']",3,4.0,1.25,1.75,0.75,1.0,0.0,0.5,0.897626229780677,1,4.89421249805514e-06,True
"['011011', '0000', '1000110']",3,5.67,1.763668430335097,1.2345679012345678,0.5291005291005291,0.5291005291005291,0.5291005291005291,0.5291005291005291,0.6345079900295804,1,7.676288078394359e-05,True
"['1011001', '1111011']",2,7.0,0.5714285714285714,1.4285714285714284,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.7884504573082896,0,2.3947672910101246e-05,True
"['0', '01111', '10001', '011']",4,3.5,1.714285714285714,2.2857142857142856,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.6527936308491301,0,4.137550608306247e-06,True
"['0111', '100001', '0111010', '11110', '10']",5,4.8,2.0833333333333335,2.916666666666667,0.8333333333333334,1.0416666666666667,0.4166666666666667,0.8333333333333334,0.8873460378870472,0,0.006562057519169992,True
"['01111', '00010']",2,5.0,1.0,1.0,0.4,0.2,0.2,0.4,0.7219280948873623,1,1.0024123614996787e-06,True
"['1000100', '00', '0101']",3,4.33,2.0785219399538106,0.9237875288683602,0.6928406466512702,0.6928406466512702,0.6928406466512702,0.0,0.6210401895222103,0,6.0408169558148e-06,True
"['011101', '00']",2,4.0,1.0,1.0,0.5,0.25,0.25,0.25,0.4591479170272448,0,2.412444687426613e-07,True
"['100', '1100', '111000', '10010', '00111', '01010']",6,4.67,3.2119914346895078,2.78372591006424,0.8565310492505354,1.498929336188437,1.0706638115631693,0.6423982869379015,0.9718579362364159,1,0.11177468082732878,True
"['1101000', '00010', '11', '0010100', '1100001', '01']",6,5.0,3.6000000000000005,2.4000000000000004,1.2,1.2,1.2000000000000002,0.6000000000000001,0.7592508225870828,0,0.605292602088628,True
"['0110011', '10']",2,4.5,0.8888888888888888,1.1111111111111112,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.9926140680171258,1,4.284169013878295e-07,True
"['101001', '001', '001110']",3,5.0,1.6,1.4,0.8,0.6000000000000001,0.6000000000000001,0.2,0.9727652780181631,1,2.9212764117286627e-05,True
"['00001', '0011', '1']",3,3.33,1.8018018018018018,1.2012012012012012,0.6006006006006006,0.0,0.9009009009009009,0.3003003003003003,0.5739760316291208,0,5.407203609749304e-08,True
"['00101', '1000', '111111', '101', '0001011']",5,5.0,2.2,2.8000000000000003,1.0,0.8,0.6000000000000001,0.8,0.7371505378005085,0,0.004851784805608119,True
"['100000', '0100010', '1']",3,4.67,2.1413276231263385,0.8565310492505354,0.4282655246252677,0.6423982869379015,0.6423982869379015,0.0,0.5043809967383284,0,1.1453566415420259e-05,True
"['0100001', '110010', '01']",3,5.0,1.8,1.2,0.8,0.6000000000000001,0.6000000000000001,0.2,0.9543735228555437,0,1.1991513851467111e-05,True
"['001', '0001', '1']",3,2.67,1.8726591760299627,1.1235955056179776,0.7490636704119851,0.0,0.7490636704119851,0.0,0.5765246528378741,1,4.852618624133991e-08,True
"['000', '001', '000101', '1100000']",4,4.75,2.9473684210526314,1.0526315789473684,0.631578947368421,0.42105263157894735,1.0526315789473684,0.21052631578947367,0.6749280591689025,1,9.283752659200345e-06,True
"['1000011', '0100011', '00', '0010100']",4,5.75,2.608695652173913,1.391304347826087,0.8695652173913043,0.6956521739130435,1.0434782608695652,0.34782608695652173,0.7083942101587836,0,0.0045845308556250845,True
"['00001', '10000']",2,5.0,1.6,0.4,0.2,0.2,0.8,0.0,0.7219280948873623,0,9.982529741075639e-08,True
"['1000', '1']",2,2.5,1.2,0.8,0.0,0.4,0.4,0.0,0.4056390622295664,0,3.5354792832976225e-08,True
"['011001', '1']",2,3.5,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0,1.0606437849892866e-07,True
"['1110010', '11110', '10']",3,4.67,1.0706638115631693,1.9271948608137046,0.21413276231263384,0.8565310492505354,0.21413276231263384,0.6423982869379015,0.9023854103072045,1,2.0400408695859298e-05,True
"['010', '0010111', '100001', '011', '1110', '00110']",6,4.67,2.9978586723768736,2.997858672376874,1.2847965738758031,1.0706638115631693,0.8565310492505354,0.8565310492505354,0.9203907261852536,0,0.0507967500654341,True
"['0', '1100']",2,2.5,1.2000000000000002,0.8,0.0,0.4,0.4,0.4,0.5,0,2.4956324352689097e-08,True
"['001', '011']",2,3.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.9182958340544896,1,2.287663065663167e-08,True
"['0', '111', '1110001']",3,3.67,1.0899182561307903,1.907356948228883,0.2724795640326976,0.2724795640326976,0.2724795640326976,0.5449591280653951,0.3284093786780839,1,1.3989406262146278e-06,True
